Tripid,Dateid,Stationid,Truckid,Wastecollected
24547,4,21,246,39.53
24548,4,83,217,33.82
24549,4,83,229,40.74
24550,4,21,240,44.42
24551,4,21,244,30.06
24552,4,21,240,44.24
24553,4,83,229,40.78
24554,4,83,217,44.93
24555,4,21,244,32.54
24556,4,19,230,33.71
24557,4,21,240,41.5
24558,4,19,233,30.41
24559,4,21,245,44.75
24560,4,21,245,41.71
24561,4,19,233,34.53
24562,4,19,230,38.73
24563,4,21,240,43.67
24564,4,83,217,37.0
24565,4,19,238,40.28
24566,4,21,244,40.88
24567,4,21,240,44.97
24568,4,19,233,39.97
24569,4,83,229,38.41
24570,4,21,245,41.08
24571,4,21,240,41.75
24572,4,21,240,38.98
24573,4,19,232,30.1
24574,4,83,217,35.28
24575,4,83,217,41.24
24576,4,21,245,31.76
24577,4,83,217,44.17
24578,4,83,217,36.67
24579,4,21,245,34.94
24580,4,83,229,35.89
24581,4,83,229,35.45
24582,4,83,229,35.12
24583,4,83,217,45.0
24584,4,21,246,37.86
24585,4,83,229,43.03
24586,4,19,233,35.0
24587,4,19,230,32.02
24588,4,19,233,32.84
24589,4,83,217,34.35
24590,4,19,232,30.9
24591,4,83,229,30.65
24592,4,21,240,31.87
24593,4,19,232,34.38
24594,4,21,245,40.78
24595,4,19,238,44.06
24596,4,19,230,44.65
24597,4,21,245,38.26
24598,4,83,217,37.84
24599,4,83,217,38.48
24600,4,21,240,36.45
24601,4,21,245,34.36
24602,4,21,244,31.79
24603,4,21,246,36.21
24604,4,83,217,44.91
24605,4,21,240,30.5
24606,4,21,245,41.88
24607,4,19,232,32.05
24608,4,19,238,40.64
24609,4,19,238,32.47
24610,4,19,232,38.48
24611,4,83,229,31.72
24612,4,83,217,35.24
24613,4,19,230,40.84
24614,4,83,217,41.89
24615,4,32,290,37.8
24616,4,32,290,44.83
24617,4,57,270,36.95
24618,4,84,266,43.95
24619,4,31,276,35.85
24620,4,84,266,35.69
24621,4,57,272,34.0
24622,4,31,283,31.37
24623,4,44,301,38.13
24624,4,57,272,40.37
24625,4,84,265,39.43
24626,4,84,265,37.82
24627,4,57,272,36.75
24628,4,44,299,37.35
24629,4,84,265,31.02
24630,4,32,286,38.52
24631,4,57,270,42.69
24632,4,84,262,37.45
24633,4,86,252,31.18
24634,4,44,297,35.98
24635,4,31,280,31.91
24636,4,32,288,32.99
24637,4,57,272,43.49
24638,4,57,272,37.2
24639,4,84,265,37.73
24640,4,32,291,38.74
24641,4,86,257,31.1
24642,4,86,252,34.69
24643,4,32,290,32.28
24644,4,31,276,39.2
24645,4,44,301,43.23
24646,4,44,298,42.99
24647,4,31,276,30.06
24648,4,32,291,37.99
24649,4,84,261,33.62
24650,4,86,255,33.88
24651,4,84,266,32.29
24652,4,31,276,37.56
24653,4,32,288,35.75
24654,4,86,252,33.47
24655,4,57,270,30.4
24656,4,84,262,41.37
24657,4,84,266,38.11
24658,4,31,277,34.69
24659,4,86,251,33.81
24660,4,86,255,34.27
24661,4,86,257,32.31
24662,4,32,288,42.93
24663,4,84,266,32.53
24664,4,84,261,43.94
24665,4,57,270,38.65
24666,4,31,283,41.24
24667,4,84,262,38.38
24668,4,32,291,34.18
24669,4,44,299,40.8
24670,4,57,272,32.38
24671,4,31,276,37.58
24672,4,57,275,44.24
24673,4,86,252,36.44
24674,4,31,277,35.77
24675,4,84,265,33.34
24676,4,31,283,33.75
24677,4,86,251,30.93
24678,4,31,280,36.08
24679,4,31,277,37.79
24680,4,32,290,40.07
24681,4,31,283,35.74
24682,4,31,277,35.47
24683,4,84,261,39.09
24684,4,57,274,37.46
24685,4,32,288,31.56
24686,4,84,265,34.81
24687,4,31,283,34.05
24688,4,32,286,35.44
24689,4,86,255,33.45
24690,4,86,255,44.13
24691,5,71,125,33.62
24692,5,46,168,44.3
24693,5,43,143,30.27
24694,5,77,150,35.95
24695,5,46,169,39.05
24696,5,97,122,37.49
24697,5,97,120,41.96
24698,5,71,133,44.08
24699,5,40,136,43.8
24700,5,77,160,38.61
24701,5,43,145,38.18
24702,5,77,160,39.76
24703,5,43,148,39.67
24704,5,43,143,42.55
24705,5,71,130,36.45
24706,5,71,125,40.07
24707,5,46,168,41.14
24708,5,46,169,33.85
24709,5,46,162,32.68
24710,5,46,162,32.93
24711,5,97,115,42.48
24712,5,43,148,35.3
24713,5,71,126,41.93
24714,5,77,150,33.55
24715,5,77,150,43.53
24716,5,43,144,35.58
24717,5,71,125,43.87
24718,5,97,115,31.96
24719,5,97,115,44.17
24720,5,43,148,31.83
24721,5,46,162,44.85
24722,5,97,121,30.67
24723,5,77,152,31.95
24724,5,71,125,41.68
24725,5,43,144,37.98
24726,5,43,144,42.08
24727,5,46,169,37.4
24728,5,43,148,31.93
24729,5,97,122,38.26
24730,5,43,143,33.65
24731,5,43,144,36.97
24732,5,46,168,43.79
24733,5,97,122,34.59
24734,5,46,162,39.93
24735,5,77,150,39.11
24736,5,71,125,41.78
24737,5,40,134,31.47
24738,5,97,121,37.22
24739,5,40,134,39.81
24740,5,77,152,32.01
24741,5,46,162,42.57
24742,5,97,120,43.06
24743,5,40,134,32.44
24744,5,40,137,30.78
24745,5,97,122,40.57
24746,5,40,134,36.52
24747,5,46,169,39.43
24748,5,77,150,30.62
24749,5,46,168,30.45
24750,5,77,160,44.63
24751,5,46,168,44.17
24752,5,77,157,32.08
24753,5,40,137,30.38
24754,5,43,145,43.07
24755,5,71,125,37.57
24756,5,97,120,40.08
24757,5,43,148,44.99
24758,5,97,120,44.56
24759,5,97,120,34.32
24760,5,97,120,38.02
24761,5,97,122,34.67
24762,5,71,130,30.29
24763,5,77,152,41.03
24764,5,46,162,40.36
24765,5,46,168,41.66
24766,5,43,144,42.96
24767,5,47,170,43.1
24768,5,81,198,36.08
24769,5,47,178,39.03
24770,5,48,182,32.23
24771,5,82,213,44.78
24772,5,47,178,37.62
24773,5,81,192,38.38
24774,5,81,192,39.87
24775,5,47,170,37.58
24776,5,47,179,42.27
24777,5,47,179,33.66
24778,5,48,189,43.4
24779,5,81,191,33.25
24780,5,48,189,37.03
24781,5,48,189,31.82
24782,5,48,184,44.51
24783,5,48,182,30.54
24784,5,82,213,34.24
24785,5,48,188,42.34
24786,5,47,179,39.98
24787,5,48,189,33.33
24788,5,47,178,33.04
24789,5,48,188,36.91
24790,5,47,179,40.61
24791,5,81,192,31.23
24792,5,81,194,31.9
24793,5,82,213,38.36
24794,5,48,182,30.83
24795,5,81,194,42.62
24796,5,47,178,31.33
24797,5,48,184,41.28
24798,5,48,184,41.43
24799,5,48,184,34.79
24800,5,47,170,38.89
24801,5,48,188,40.39
24802,5,47,170,33.95
24803,5,82,211,37.62
24804,5,48,182,32.05
24805,5,48,188,44.95
24806,5,48,182,31.6
24807,5,47,178,30.74
24808,5,81,194,36.43
24809,5,81,191,31.36
24810,5,47,170,34.45
24811,5,47,179,40.25
24812,5,82,213,39.44
24813,5,48,189,36.3
24814,5,48,188,30.47
24815,5,82,213,42.47
24816,5,48,189,39.9
24817,5,47,178,40.9
24818,5,81,194,39.65
24819,5,48,189,30.49
24820,5,47,178,43.06
24821,5,81,192,40.28
24822,5,48,182,36.38
24823,5,82,211,33.18
24824,5,82,213,32.9
24825,5,81,194,30.12
24826,5,47,178,32.37
24827,5,48,182,36.72
24828,5,81,198,43.49
24829,5,82,211,31.19
24830,5,48,188,30.69
24831,5,47,178,32.6
24832,5,48,189,41.79
24833,5,47,170,32.68
24834,5,48,189,45.0
24835,5,82,213,30.44
24836,5,81,198,33.81
24837,5,81,191,42.03
24838,5,47,178,35.25
24839,5,47,170,31.4
24840,5,48,184,34.34
24841,5,47,179,40.63
24842,5,82,211,44.22
24843,5,19,238,38.68
24844,5,19,233,34.82
24845,5,83,229,35.95
24846,5,19,233,38.72
24847,5,19,233,34.52
24848,5,21,246,35.8
24849,5,83,217,30.12
24850,5,83,229,39.52
24851,5,83,217,42.42
24852,5,83,217,43.38
24853,5,19,232,31.69
24854,5,83,217,33.95
24855,5,19,238,36.32
24856,5,21,246,42.36
24857,5,83,229,44.47
24858,5,21,240,33.75
24859,5,83,217,39.06
24860,5,21,244,36.5
24861,5,19,230,36.63
24862,5,21,240,41.14
24863,5,19,232,34.95
24864,5,21,245,30.25
24865,5,83,217,32.57
24866,5,83,217,39.07
24867,5,83,229,41.21
24868,5,19,230,35.27
24869,5,83,229,43.58
24870,5,19,233,44.38
24871,5,21,240,34.45
24872,5,83,217,35.48
24873,5,83,217,43.29
24874,5,83,229,42.64
24875,5,21,244,40.35
24876,5,21,246,39.58
24877,5,21,244,31.08
24878,5,83,217,42.44
24879,5,19,230,39.87
24880,5,19,232,41.21
24881,5,19,233,31.11
24882,5,19,232,33.95
24883,5,19,233,39.57
24884,5,19,233,33.43
24885,5,19,233,36.79
24886,5,21,245,39.66
24887,5,83,217,34.83
24888,5,83,229,35.79
24889,5,83,217,31.5
24890,5,21,240,30.02
24891,5,83,229,44.21
24892,5,21,245,34.46
24893,5,19,230,34.41
24894,5,83,229,41.15
24895,5,83,217,38.52
24896,5,19,230,30.56
24897,5,21,240,38.01
24898,5,19,238,35.09
24899,5,19,232,41.08
24900,5,19,233,40.85
24901,5,21,244,44.14
24902,5,83,217,30.38
24903,5,19,238,44.62
24904,5,21,245,38.77
24905,5,21,245,38.02
24906,5,83,229,39.19
24907,5,21,245,40.12
24908,5,19,233,37.87
24909,5,19,238,32.34
24910,5,21,245,43.9
24911,5,83,229,34.47
24912,5,21,240,33.07
24913,5,19,230,35.76
24914,5,21,246,36.43
24915,5,21,240,42.14
24916,5,83,217,35.07
24917,5,21,246,33.7
24918,5,19,233,36.53
24919,5,84,262,37.17
24920,5,84,261,33.15
24921,5,86,255,34.99
24922,5,31,280,37.83
24923,5,44,298,33.03
24924,5,31,280,31.06
24925,5,57,270,43.31
24926,5,57,270,40.91
24927,5,31,280,34.62
24928,5,84,266,42.25
24929,5,31,280,35.92
24930,5,31,277,37.64
24931,5,84,266,44.7
24932,5,84,265,37.81
24933,5,31,280,42.06
24934,5,84,261,40.62
24935,5,31,276,41.29
24936,5,86,251,43.96
24937,5,57,275,37.15
24938,5,44,299,40.98
24939,5,32,291,41.61
24940,5,32,286,31.06
24941,5,57,274,36.13
24942,5,44,299,31.84
24943,5,32,288,38.57
24944,5,84,262,38.62
24945,5,84,261,39.45
24946,5,44,298,33.75
24947,5,44,297,35.7
24948,5,84,261,34.13
24949,5,86,255,31.58
24950,5,44,299,33.73
24951,5,32,286,31.25
24952,5,84,266,36.32
24953,5,57,270,32.92
24954,5,32,291,37.21
24955,5,84,262,43.24
24956,5,84,261,40.92
24957,5,32,288,33.57
24958,5,57,272,31.43
24959,5,84,266,41.16
24960,5,32,288,33.12
24961,5,57,275,39.42
24962,5,32,288,37.17
24963,5,86,257,31.14
24964,5,86,252,33.58
24965,5,57,272,43.53
24966,5,31,280,43.56
24967,5,57,275,40.74
24968,5,84,261,32.44
24969,5,84,261,41.87
24970,5,31,277,41.8
24971,5,32,291,44.87
24972,5,84,266,36.25
24973,5,44,299,33.67
24974,5,57,272,41.68
24975,5,44,298,41.49
24976,5,86,257,30.02
24977,5,44,301,35.9
24978,5,84,265,31.44
24979,5,57,275,31.46
24980,5,44,299,41.14
24981,5,57,274,40.09
24982,5,31,283,31.16
24983,5,32,286,36.69
24984,5,86,255,41.85
24985,5,86,255,36.95
24986,5,57,270,33.73
24987,5,31,277,32.26
24988,5,57,274,31.71
24989,5,31,280,36.06
24990,5,44,297,44.53
24991,5,86,252,42.81
24992,5,32,291,31.34
24993,5,86,255,38.33
24994,5,86,252,35.91
24995,6,40,134,44.12
24996,6,40,134,39.46
24997,6,97,120,38.05
24998,6,40,137,39.35
24999,6,43,145,34.62
25000,6,46,168,42.3
25001,6,71,126,38.54
25002,6,43,145,34.28
25003,6,77,160,33.79
25004,6,43,144,33.03
25005,6,46,161,41.45
25006,6,46,162,32.9
25007,6,40,136,32.34
25008,6,43,148,37.84
25009,6,43,145,43.88
25010,6,46,169,31.76
25011,6,46,169,37.13
25012,6,97,122,36.09
25013,6,71,133,35.38
25014,6,40,135,32.02
25015,6,43,148,31.52
25016,6,71,130,42.76
25017,6,46,168,37.23
25018,6,77,150,32.19
25019,6,46,168,38.28
25020,6,46,161,33.34
25021,6,97,121,33.1
25022,6,43,143,43.07
25023,6,97,121,36.12
25024,6,43,148,32.22
25025,6,43,144,30.63
25026,6,97,120,36.12
25027,6,46,161,32.06
25028,6,97,115,33.58
25029,6,43,145,30.51
25030,6,46,168,40.86
25031,6,71,125,39.59
25032,6,77,150,30.8
25033,6,71,126,30.43
25034,6,43,143,32.34
25035,6,71,126,39.15
25036,6,97,115,32.8
25037,6,71,130,34.67
25038,6,40,136,42.32
25039,6,46,169,44.71
25040,6,40,136,33.86
25041,6,77,152,44.83
25042,6,46,162,44.47
25043,6,77,150,40.0
25044,6,71,125,41.02
25045,6,77,150,37.22
25046,6,43,144,34.57
25047,6,43,145,42.22
25048,6,40,135,39.46
25049,6,40,137,31.42
25050,6,43,148,40.18
25051,6,77,157,32.79
25052,6,43,144,44.02
25053,6,71,130,31.56
25054,6,46,162,31.03
25055,6,97,121,32.27
25056,6,71,125,37.76
25057,6,43,148,43.08
25058,6,43,148,38.8
25059,6,46,162,33.04
25060,6,43,143,41.56
25061,6,46,162,38.46
25062,6,43,143,35.23
25063,6,97,120,42.73
25064,6,97,121,39.49
25065,6,43,144,37.42
25066,6,77,160,43.77
25067,6,40,135,33.7
25068,6,43,148,44.79
25069,6,71,126,35.27
25070,6,40,135,38.72
25071,6,82,211,43.61
25072,6,48,182,39.77
25073,6,82,213,34.26
25074,6,82,211,37.44
25075,6,47,170,32.13
25076,6,47,179,33.28
25077,6,47,178,38.71
25078,6,47,179,36.96
25079,6,47,170,33.98
25080,6,82,211,43.41
25081,6,82,213,42.38
25082,6,81,198,30.03
25083,6,82,213,39.02
25084,6,82,211,31.38
25085,6,47,170,35.93
25086,6,48,189,33.13
25087,6,82,213,36.44
25088,6,48,184,44.26
25089,6,48,188,32.76
25090,6,47,179,40.4
25091,6,82,213,43.05
25092,6,82,213,42.12
25093,6,47,170,34.07
25094,6,47,179,42.09
25095,6,47,179,37.96
25096,6,47,178,36.32
25097,6,47,179,40.89
25098,6,82,211,40.43
25099,6,47,178,32.67
25100,6,81,194,39.22
25101,6,81,198,39.84
25102,6,48,184,37.71
25103,6,82,213,33.94
25104,6,82,213,42.31
25105,6,82,211,40.04
25106,6,81,191,34.91
25107,6,82,213,37.24
25108,6,82,213,32.3
25109,6,48,182,42.17
25110,6,47,179,40.79
25111,6,81,198,40.06
25112,6,47,178,31.55
25113,6,48,184,40.5
25114,6,81,192,41.45
25115,6,82,211,31.85
25116,6,47,179,38.07
25117,6,82,211,31.43
25118,6,47,178,32.39
25119,6,47,170,33.21
25120,6,47,178,32.59
25121,6,48,184,36.98
25122,6,48,182,35.71
25123,6,47,178,36.25
25124,6,82,211,42.33
25125,6,81,191,38.02
25126,6,48,188,35.03
25127,6,82,213,44.53
25128,6,47,170,33.63
25129,6,47,179,42.85
25130,6,82,211,42.56
25131,6,81,192,44.23
25132,6,47,179,35.24
25133,6,82,213,34.32
25134,6,47,179,42.92
25135,6,82,211,41.5
25136,6,47,178,39.47
25137,6,82,213,39.21
25138,6,82,213,36.33
25139,6,82,213,37.97
25140,6,81,194,42.51
25141,6,82,211,38.79
25142,6,47,179,37.35
25143,6,82,213,32.16
25144,6,48,184,43.67
25145,6,82,213,39.74
25146,6,81,194,38.58
25147,6,21,245,30.09
25148,6,19,232,39.41
25149,6,83,217,38.06
25150,6,21,240,32.79
25151,6,19,233,31.76
25152,6,83,229,41.92
25153,6,21,245,43.4
25154,6,21,246,44.97
25155,6,21,240,41.53
25156,6,19,230,32.77
25157,6,19,238,40.23
25158,6,83,217,39.3
25159,6,19,238,33.38
25160,6,21,246,36.38
25161,6,83,229,33.76
25162,6,21,246,30.21
25163,6,19,232,40.81
25164,6,83,217,40.76
25165,6,83,229,33.48
25166,6,19,232,43.47
25167,6,19,232,30.25
25168,6,83,217,39.44
25169,6,19,232,42.92
25170,6,83,229,43.32
25171,6,21,246,37.95
25172,6,21,246,36.96
25173,6,83,217,33.18
25174,6,21,245,35.26
25175,6,19,230,34.95
25176,6,19,230,42.07
25177,6,83,217,40.0
25178,6,83,217,32.16
25179,6,83,217,40.64
25180,6,83,229,44.25
25181,6,21,246,36.96
25182,6,19,230,32.08
25183,6,19,233,41.5
25184,6,83,217,41.19
25185,6,19,232,43.83
25186,6,83,217,42.73
25187,6,83,217,40.54
25188,6,19,230,36.42
25189,6,21,244,42.89
25190,6,21,244,31.05
25191,6,21,244,40.14
25192,6,83,217,30.62
25193,6,19,232,33.89
25194,6,83,217,30.85
25195,6,19,233,30.29
25196,6,21,246,31.58
25197,6,83,229,33.93
25198,6,19,232,38.49
25199,6,21,240,36.38
25200,6,19,233,37.32
25201,6,83,229,33.19
25202,6,19,230,42.18
25203,6,19,232,42.64
25204,6,21,240,30.74
25205,6,83,229,38.23
25206,6,21,244,44.25
25207,6,21,244,30.98
25208,6,21,246,42.97
25209,6,83,217,30.5
25210,6,19,233,33.72
25211,6,21,244,33.25
25212,6,83,229,44.31
25213,6,21,245,32.88
25214,6,19,232,44.3
25215,6,83,217,37.54
25216,6,19,233,34.91
25217,6,21,245,38.72
25218,6,19,238,41.15
25219,6,19,232,30.2
25220,6,83,229,43.08
25221,6,21,245,38.01
25222,6,83,217,38.51
25223,6,44,298,34.29
25224,6,32,286,43.08
25225,6,84,261,42.86
25226,6,86,252,35.63
25227,6,84,265,44.32
25228,6,32,291,33.57
25229,6,44,298,32.12
25230,6,84,261,36.26
25231,6,86,257,38.99
25232,6,31,277,32.19
25233,6,32,288,30.25
25234,6,32,286,42.64
25235,6,44,298,43.84
25236,6,44,298,35.48
25237,6,57,274,32.31
25238,6,31,277,36.65
25239,6,86,251,36.91
25240,6,84,261,34.61
25241,6,86,257,39.72
25242,6,57,272,36.67
25243,6,31,283,34.15
25244,6,86,257,35.62
25245,6,57,274,43.09
25246,6,86,255,39.95
25247,6,44,297,38.92
25248,6,86,251,44.59
25249,6,86,257,42.35
25250,6,84,265,36.74
25251,6,86,257,35.63
25252,6,31,280,36.89
25253,6,86,255,36.71
25254,6,84,262,42.39
25255,6,84,262,35.61
25256,6,84,265,30.69
25257,6,31,277,39.91
25258,6,44,298,40.06
25259,6,31,280,30.33
25260,6,57,274,41.52
25261,6,31,276,40.95
25262,6,57,274,41.16
25263,6,44,298,32.35
25264,6,57,270,39.87
25265,6,57,270,37.17
25266,6,57,272,39.01
25267,6,44,297,44.55
25268,6,44,301,41.0
25269,6,31,283,34.4
25270,6,44,298,33.79
25271,6,32,291,44.67
25272,6,44,297,37.34
25273,6,86,252,30.12
25274,6,84,262,34.23
25275,6,86,255,40.01
25276,6,86,255,44.61
25277,6,84,261,31.44
25278,6,32,291,42.72
25279,6,86,252,36.36
25280,6,31,280,34.19
25281,6,57,272,44.22
25282,6,84,262,34.85
25283,6,57,275,34.24
25284,6,44,299,30.86
25285,6,86,251,33.7
25286,6,86,252,43.49
25287,6,86,257,34.66
25288,6,44,298,40.06
25289,6,31,280,33.01
25290,6,86,252,37.09
25291,6,57,274,31.68
25292,6,32,286,31.05
25293,6,44,298,42.07
25294,6,84,265,35.28
25295,6,32,291,37.48
25296,6,57,272,44.63
25297,6,84,261,42.17
25298,6,32,291,35.78
25299,7,43,148,31.82
25300,7,77,157,37.79
25301,7,40,136,43.18
25302,7,40,136,42.17
25303,7,46,168,38.26
25304,7,40,137,30.19
25305,7,43,143,40.35
25306,7,97,121,37.45
25307,7,77,152,37.24
25308,7,46,168,34.8
25309,7,97,115,37.55
25310,7,71,133,40.17
25311,7,40,134,35.89
25312,7,40,134,42.76
25313,7,43,145,36.49
25314,7,40,136,37.53
25315,7,77,160,32.62
25316,7,77,160,44.81
25317,7,77,160,35.77
25318,7,71,125,38.74
25319,7,71,126,36.05
25320,7,97,121,43.99
25321,7,97,122,30.79
25322,7,40,137,37.25
25323,7,43,145,41.0
25324,7,77,150,30.36
25325,7,97,120,38.7
25326,7,97,115,39.26
25327,7,77,150,32.96
25328,7,97,122,40.64
25329,7,97,120,30.4
25330,7,71,125,34.79
25331,7,71,126,43.62
25332,7,97,115,34.5
25333,7,43,145,30.5
25334,7,97,121,33.07
25335,7,40,136,42.58
25336,7,77,157,39.1
25337,7,71,133,31.73
25338,7,71,125,37.58
25339,7,46,168,38.9
25340,7,40,136,39.17
25341,7,46,169,38.61
25342,7,46,169,33.29
25343,7,71,125,33.6
25344,7,77,152,40.25
25345,7,43,144,38.57
25346,7,43,143,36.01
25347,7,46,168,36.63
25348,7,46,162,31.24
25349,7,71,133,41.98
25350,7,71,130,38.19
25351,7,40,136,36.12
25352,7,97,115,33.0
25353,7,71,125,33.49
25354,7,77,157,33.99
25355,7,71,126,38.98
25356,7,77,160,35.92
25357,7,40,137,33.78
25358,7,97,120,39.67
25359,7,40,135,34.53
25360,7,40,136,40.73
25361,7,46,168,43.46
25362,7,97,121,44.11
25363,7,40,135,43.41
25364,7,97,121,42.86
25365,7,43,145,32.63
25366,7,46,169,43.73
25367,7,97,120,40.12
25368,7,46,168,32.51
25369,7,71,130,31.31
25370,7,77,157,37.52
25371,7,97,122,30.45
25372,7,40,135,42.92
25373,7,77,150,43.48
25374,7,97,115,43.43
25375,7,82,211,32.96
25376,7,47,179,40.66
25377,7,48,189,34.55
25378,7,82,211,35.82
25379,7,48,189,31.1
25380,7,81,198,37.28
25381,7,82,211,44.99
25382,7,81,191,38.15
25383,7,81,192,38.69
25384,7,48,189,30.92
25385,7,47,178,38.13
25386,7,47,170,44.77
25387,7,47,170,41.65
25388,7,82,213,43.81
25389,7,82,211,39.05
25390,7,47,179,37.26
25391,7,48,189,30.55
25392,7,82,213,31.34
25393,7,82,211,34.35
25394,7,48,182,37.48
25395,7,82,211,43.4
25396,7,48,188,44.91
25397,7,82,211,43.01
25398,7,81,194,36.45
25399,7,82,213,36.47
25400,7,48,189,44.95
25401,7,47,170,37.3
25402,7,81,198,44.7
25403,7,82,213,37.17
25404,7,82,213,36.17
25405,7,82,213,32.0
25406,7,82,211,37.0
25407,7,81,194,36.34
25408,7,47,179,37.38
25409,7,82,211,32.95
25410,7,48,182,32.31
25411,7,81,191,39.4
25412,7,48,184,30.8
25413,7,47,170,35.11
25414,7,47,170,34.67
25415,7,82,211,32.72
25416,7,47,178,40.64
25417,7,81,194,42.79
25418,7,47,170,37.96
25419,7,47,179,37.61
25420,7,81,191,40.77
25421,7,47,179,32.48
25422,7,81,198,42.46
25423,7,81,198,30.79
25424,7,47,179,40.88
25425,7,82,213,30.13
25426,7,47,179,33.82
25427,7,48,184,39.27
25428,7,82,211,31.9
25429,7,47,170,44.12
25430,7,81,192,38.85
25431,7,82,213,35.0
25432,7,81,194,39.9
25433,7,82,211,42.36
25434,7,47,178,34.83
25435,7,81,192,34.28
25436,7,81,194,39.24
25437,7,81,191,35.49
25438,7,81,191,35.88
25439,7,82,213,35.64
25440,7,47,170,38.67
25441,7,81,194,34.93
25442,7,81,192,30.8
25443,7,47,170,39.14
25444,7,48,182,30.18
25445,7,47,170,38.52
25446,7,81,198,35.41
25447,7,82,211,42.56
25448,7,81,194,32.54
25449,7,81,191,31.07
25450,7,48,189,40.78
25451,7,19,238,32.73
25452,7,21,245,34.37
25453,7,21,240,40.36
25454,7,21,240,40.16
25455,7,21,244,37.63
25456,7,19,230,37.8
25457,7,19,238,38.27
25458,7,19,238,42.54
25459,7,21,240,38.33
25460,7,83,217,43.02
25461,7,83,217,31.23
25462,7,83,229,36.62
25463,7,83,229,41.17
25464,7,21,245,41.49
25465,7,83,229,44.28
25466,7,19,230,30.59
25467,7,19,230,33.37
25468,7,83,217,33.38
25469,7,83,217,32.48
25470,7,83,217,31.19
25471,7,83,217,31.05
25472,7,21,245,40.36
25473,7,19,238,36.35
25474,7,83,217,42.92
25475,7,21,246,43.47
25476,7,21,244,43.81
25477,7,21,245,35.56
25478,7,21,246,31.67
25479,7,19,232,32.35
25480,7,19,230,38.63
25481,7,19,230,43.27
25482,7,83,229,37.99
25483,7,19,232,33.47
25484,7,21,246,32.49
25485,7,83,217,38.38
25486,7,83,217,38.19
25487,7,21,240,41.62
25488,7,21,244,44.43
25489,7,83,229,30.42
25490,7,83,229,37.48
25491,7,21,244,39.77
25492,7,21,244,30.73
25493,7,19,238,39.36
25494,7,19,230,43.95
25495,7,19,232,36.8
25496,7,21,245,40.15
25497,7,19,238,33.2
25498,7,19,238,40.22
25499,7,21,244,38.74
25500,7,21,245,41.11
25501,7,83,229,32.75
25502,7,83,217,39.45
25503,7,19,232,41.78
25504,7,19,238,42.78
25505,7,83,217,44.3
25506,7,83,229,41.04
25507,7,83,217,30.32
25508,7,19,233,40.51
25509,7,19,230,41.05
25510,7,21,246,40.23
25511,7,21,240,43.08
25512,7,83,229,33.99
25513,7,83,229,38.51
25514,7,21,240,42.88
25515,7,21,245,44.85
25516,7,21,240,31.41
25517,7,21,244,30.66
25518,7,83,229,35.95
25519,7,83,217,35.5
25520,7,21,244,32.72
25521,7,19,232,38.99
25522,7,83,217,30.06
25523,7,83,229,44.76
25524,7,21,244,43.34
25525,7,83,217,39.93
25526,7,19,232,37.35
25527,7,44,301,42.33
25528,7,31,276,40.66
25529,7,84,261,31.42
25530,7,84,261,30.54
25531,7,32,288,35.39
25532,7,32,290,41.01
25533,7,84,261,41.5
25534,7,84,265,30.46
25535,7,32,286,30.35
25536,7,44,299,39.14
25537,7,44,298,41.09
25538,7,57,274,44.25
25539,7,31,280,42.21
25540,7,44,298,37.9
25541,7,86,252,44.4
25542,7,31,277,41.97
25543,7,44,298,33.4
25544,7,84,261,41.19
25545,7,84,266,35.14
25546,7,44,297,37.54
25547,7,57,275,43.4
25548,7,31,277,43.33
25549,7,57,274,40.75
25550,7,57,270,41.71
25551,7,86,252,40.04
25552,7,32,291,44.52
25553,7,32,291,35.9
25554,7,86,255,35.95
25555,7,44,301,36.66
25556,7,57,274,39.75
25557,7,31,283,33.56
25558,7,31,280,33.56
25559,7,86,255,36.23
25560,7,32,288,36.78
25561,7,31,277,36.28
25562,7,86,255,38.07
25563,7,32,291,30.59
25564,7,57,270,40.6
25565,7,31,280,43.27
25566,7,31,280,34.14
25567,7,32,288,31.85
25568,7,32,286,37.26
25569,7,84,262,31.84
25570,7,44,301,43.55
25571,7,44,297,36.86
25572,7,31,280,37.88
25573,7,32,291,37.93
25574,7,57,272,37.8
25575,7,84,262,39.12
25576,7,32,286,43.87
25577,7,84,266,34.46
25578,7,86,252,41.37
25579,7,44,299,43.07
25580,7,44,298,40.55
25581,7,31,277,39.57
25582,7,44,298,35.06
25583,7,86,255,42.71
25584,7,44,301,41.89
25585,7,32,291,42.33
25586,7,57,272,30.5
25587,7,31,283,30.31
25588,7,44,298,42.69
25589,7,31,283,34.43
25590,7,44,301,37.65
25591,7,31,276,41.3
25592,7,44,297,31.03
25593,7,57,270,44.8
25594,7,31,276,30.04
25595,7,31,283,38.47
25596,7,31,283,31.85
25597,7,57,275,42.92
25598,7,57,272,40.96
25599,7,31,276,37.33
25600,7,44,301,33.59
25601,7,32,290,41.08
25602,7,31,276,39.75
25603,8,77,160,34.71
25604,8,97,115,40.43
25605,8,40,134,31.67
25606,8,46,162,39.38
25607,8,43,144,30.24
25608,8,46,162,43.21
25609,8,77,152,41.53
25610,8,40,135,39.62
25611,8,40,136,33.45
25612,8,71,126,32.87
25613,8,77,157,41.53
25614,8,77,160,31.69
25615,8,43,143,36.84
25616,8,77,150,43.26
25617,8,97,120,39.36
25618,8,71,125,37.84
25619,8,40,134,41.34
25620,8,40,134,38.32
